LOGISTICAL_AREA,YEAR,MONTH,AREA,METHOD,ITEM,ADIPOSE_MODIFIER,DISPOSITION,RETAINABLE,ITEM_GROUP,ESTIMATE,VARIANCE
Sunshine Coast,2021,6,Area 15,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,1243.06,120100.55
Sunshine Coast,2021,6,Area 15,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,2.75,4.8
Sunshine Coast,2021,6,Area 15,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,198.9,5058.15
Sunshine Coast,2021,6,Area 16,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,114.07,1497.37
Sunshine Coast,2021,6,Area 16,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,519.26,59514.19
Sunshine Coast,2021,6,Area 16,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (Upper),SALMON,16.57,258.14
Sunshine Coast,2021,6,Area 16,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,278.61,6217.72
Sunshine Coast,2021,6,Area 16,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (Upper),SALMON,4.49,15.65
Sunshine Coast,2021,6,Area 16,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,893.49,252445.56
Sunshine Coast,2021,6,Area 16,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,505.04,29346.69
Sunshine Coast,2021,6,Area 16,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,7.23,20.45
Sunshine Coast,2021,6,Area 16,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,126.81,7454.03
Nanaimo,2021,6,Area 17,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,608.12,24262.65
Nanaimo,2021,6,Area 17,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (Upper),SALMON,21.06,273.79
Nanaimo,2021,6,Area 17,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,727.45,29765.98
Nanaimo,2021,6,Area 17,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (Upper),SALMON,66.83,1452.51
Nanaimo,2021,6,Area 17,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,1046.27,107252.25
Nanaimo,2021,6,Area 17,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,97.98,1701.39
Nanaimo,2021,6,Area 17,Angling from boat,Chinook,Not Checked,Released,Legal Size (Upper),SALMON,4.49,15.65
Nanaimo,2021,6,Area 17,Angling from shore,Chinook,Not Applicable,Released,Sublegal Size,SALMON,14.68,156.81
Nanaimo,2021,6,Area 18,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,142.13,9951.29
Nanaimo,2021,6,Area 18,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (Upper),SALMON,8.97,62.58
Nanaimo,2021,6,Area 18,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,71.43,2425.48
Nanaimo,2021,6,Area 18,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (Upper),SALMON,5.5,19.21
Nanaimo,2021,6,Area 18,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,2.75,4.8
Nanaimo,2021,6,Area 18,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,18.96,160.03
Victoria,2021,6,Area 19 (GS),Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,49.72,2323.26
Victoria,2021,6,Area 19 (GS),Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,182.32,31234.92
Victoria,2021,6,Area 19 (JDF),Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,153.71,10647.92
Victoria,2021,6,Area 19 (JDF),Angling from boat,Chinook,Adipose Marked,Released,Legal Size (Upper),SALMON,52.22,2517.82
Victoria,2021,6,Area 19 (JDF),Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,2.69,4.54
Victoria,2021,6,Area 19 (JDF),Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,48.42,301.18
Victoria,2021,6,Area 19 (JDF),Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,12.73,58.88
Victoria,2021,6,Area 19 (JDF),Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,15.48,92.5
Victoria,2021,6,Area 20 (East),Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,74.09,581.83
Victoria,2021,6,Area 20 (East),Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,307.7,14538.23
Victoria,2021,6,Area 20 (East),Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,25.16,180.86
Victoria,2021,6,Area 20 (East),Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,640.81,36980.51
Victoria,2021,6,Area 20 (East),Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (Upper),SALMON,21.06,273.79
Victoria,2021,6,Area 20 (East),Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,316.31,30867.4
Victoria,2021,6,Area 20 (East),Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,2.75,4.8
Victoria,2021,6,Area 20 (East),Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,94.79,2665.15
Victoria,2021,6,Area 20 (East),Angling from shore,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,5.5,19.21
Port Renfrew,2021,6,Area 20 (West),Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,5.44,9.34
Port Renfrew,2021,6,Area 20 (West),Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,13.05,157.36
Port Renfrew,2021,6,Area 20 (West),Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,2.69,4.54
Port Renfrew,2021,6,Area 20 (West),Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,30.6,645.1
Port Renfrew,2021,6,Area 20 (West),Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,17.95,156.46
Port Renfrew,2021,6,Area 20 (West),Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,4.49,15.65
Port Renfrew,2021,6,Area 21,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,122.03,1305.34
Port Renfrew,2021,6,Area 21,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (Upper),SALMON,26.11,629.46
Port Renfrew,2021,6,Area 21,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,45.49,790.65
Port Renfrew,2021,6,Area 21,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,89.45,746.49
Port Renfrew,2021,6,Area 21,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (Upper),SALMON,2.75,4.8
Port Renfrew,2021,6,Area 21,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,47.71,833.07
Port Renfrew,2021,6,Area 21,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,16.57,258.14
Port Renfrew,2021,6,Area 21,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,33.67,312.38
Port Alberni,2021,6,Area 23 (Alberni Canal),Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,184.18,3988.01
Port Alberni,2021,6,Area 23 (Alberni Canal),Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,509.9,102279.62
Port Alberni,2021,6,Area 23 (Alberni Canal),Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,166.54,2809.5
Port Alberni,2021,6,Area 23 (Alberni Canal),Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,99.44,1626.93
Port Alberni,2021,6,Area 23 (Alberni Canal),Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,285.99,10994.37
Port Alberni,2021,6,Area 23 (Alberni Canal),Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,59.22,769.06
Port Alberni,2021,6,Area 23 (Alberni Canal),Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,131.94,2978.65
Barkley,2021,6,Area 23 (Barkley),Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1378.24,33920.53
Barkley,2021,6,Area 23 (Barkley),Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,3122.14,795679.04
Barkley,2021,6,Area 23 (Barkley),Angling from boat,Chinook,Adipose Marked,Released,Legal Size (Upper),SALMON,37.77,468.08
Barkley,2021,6,Area 23 (Barkley),Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1862.54,56990.41
Barkley,2021,6,Area 23 (Barkley),Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (Upper),SALMON,27.33,307.61
Barkley,2021,6,Area 23 (Barkley),Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,2690.46,364130.8
Barkley,2021,6,Area 23 (Barkley),Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (Upper),SALMON,22.02,352.83
Barkley,2021,6,Area 23 (Barkley),Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,5985.1,1291829.2
Barkley,2021,6,Area 23 (Barkley),Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,441.91,6101.17
Barkley,2021,6,Area 23 (Barkley),Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,1990.53,793634.35
Tofino,2021,6,Area 24,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,98.22,703
Tofino,2021,6,Area 24,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (Upper),SALMON,2.69,4.54
Tofino,2021,6,Area 24,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,27.24,245.54
Tofino,2021,6,Area 24,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,109.81,472.98
Tofino,2021,6,Area 24,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (Upper),SALMON,2.69,4.54
Tofino,2021,6,Area 24,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,35.72,234.9
Tofino,2021,6,Area 24,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,35.43,228.72
Tofino,2021,6,Area 24,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,24.31,108.2
Tofino,2021,6,Area 24,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,5.38,18.16
Tahsis/Nootka,2021,6,Area 25,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,381.82,8629.57
Tahsis/Nootka,2021,6,Area 25,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,544.34,26214.6
Tahsis/Nootka,2021,6,Area 25,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (Upper),SALMON,3.67,9.8
Tahsis/Nootka,2021,6,Area 25,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,796.67,17232.42
Tahsis/Nootka,2021,6,Area 25,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,882.74,78633.74
Tahsis/Nootka,2021,6,Area 25,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,2780.23,730030.45
Tahsis/Nootka,2021,6,Area 25,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,188.24,1676.06
Tahsis/Nootka,2021,6,Area 25,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,396.96,11848.36
Tahsis/Nootka,2021,6,Area 25,Angling from boat,Chinook,Not Checked,Released,Legal Size (Upper),SALMON,7.34,39.2
Kyuquot,2021,6,Area 26,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,132.69,4601.86
Kyuquot,2021,6,Area 26,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,39.97,603.17
Kyuquot,2021,6,Area 26,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,306.23,4828.03
Kyuquot,2021,6,Area 26,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,212.62,5575.94
Kyuquot,2021,6,Area 26,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,350.97,13800.5
Kyuquot,2021,6,Area 26,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,52.93,435.13
Kyuquot,2021,6,Area 26,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,130.64,3692.4
Kyuquot,2021,6,Area 26,Angling from boat,Chinook,Not Checked,Released,Legal Size (Upper),SALMON,3.67,9.8
Winter Harbour,2021,6,Area 27,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,314.73,8276.31
Winter Harbour,2021,6,Area 27,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,281.56,19788.27
Winter Harbour,2021,6,Area 27,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1095.74,26396.41
Winter Harbour,2021,6,Area 27,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (Upper),SALMON,21.21,182.81
Winter Harbour,2021,6,Area 27,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,1410.1,153313.79
Winter Harbour,2021,6,Area 27,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (Upper),SALMON,13.05,157.36
Winter Harbour,2021,6,Area 27,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,940.29,74442.34
Winter Harbour,2021,6,Area 27,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,205.73,4427.25
Winter Harbour,2021,6,Area 27,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,67.67,2448.43
Vancouver,2021,6,Area 28,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,148.57,2277.53
Vancouver,2021,6,Area 28,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (Upper),SALMON,35.9,1037.36
Vancouver,2021,6,Area 28,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,2.75,4.8
Vancouver,2021,6,Area 28,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,242.32,14144.53
Vancouver,2021,6,Area 28,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (Upper),SALMON,19.26,262.68
Vancouver,2021,6,Area 28,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,292.17,9120.72
Vancouver,2021,6,Area 28,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,27.39,97.41
Vancouver,2021,6,Area 28,Angling from boat,Chinook,Not Checked,Released,Legal Size (Upper),SALMON,99.45,9293.03
Vancouver,2021,6,Area 28,Angling from shore,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,33.15,1032.56
Vancouver,2021,6,Area 28,Angling from shore,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,16.57,258.14
Vancouver,2021,6,Area 29 (Marine),Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,4.49,15.65
Vancouver,2021,6,Area 29 (Marine),Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,471.94,57180.34
Vancouver,2021,6,Area 29 (Marine),Angling from boat,Chinook,Adipose Marked,Released,Legal Size (Upper),SALMON,9.98,34.86
Vancouver,2021,6,Area 29 (Marine),Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,601.94,45574
Vancouver,2021,6,Area 29 (Marine),Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (Upper),SALMON,13.74,62.4
Vancouver,2021,6,Area 29 (Marine),Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,447.82,33640.58
Vancouver,2021,6,Area 29 (Marine),Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,4.49,15.65
Vancouver,2021,6,Area 29 (Marine),Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,134.16,5329.59
Haida Gwaii,2021,6,Area 2E,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,7.34,39.2
Haida Gwaii,2021,6,Area 2E,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,3.67,9.8
Haida Gwaii,2021,6,Area 2E,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,39.16,786.35
Haida Gwaii,2021,6,Area 2W,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,40.32,1052.74
Haida Gwaii,2021,6,Area 2W,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,58.7,2385.84
Haida Gwaii,2021,6,Area 2W,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,164.84,2641.33
Haida Gwaii,2021,6,Area 2W,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,285.66,16621.96
Haida Gwaii,2021,6,Area 2W,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,16.49,86.46
Haida Gwaii,2021,6,Area 2W,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,17.95,250.34
Prince Rupert,2021,6,Area 3,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,81.5,914.36
Prince Rupert,2021,6,Area 3,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (Upper),SALMON,4.49,15.65
Prince Rupert,2021,6,Area 3,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,75.05,1305.86
Prince Rupert,2021,6,Area 3,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,471.27,10893.31
Prince Rupert,2021,6,Area 3,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (Upper),SALMON,16.57,258.14
Prince Rupert,2021,6,Area 3,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,763.27,46635.56
Prince Rupert,2021,6,Area 3,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,288.16,6730.93
Prince Rupert,2021,6,Area 3,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,40.29,665.75
Prince Rupert,2021,6,Area 3,Angling from boat,Chinook,Not Checked,Kept,Legal Size (Upper),SALMON,2.84,5.2
Prince Rupert,2021,6,Area 3,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,45.83,389.97
Prince Rupert,2021,6,Area 4,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,106.25,935.5
Prince Rupert,2021,6,Area 4,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (Upper),SALMON,8.16,25.45
Prince Rupert,2021,6,Area 4,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,285.14,10137.49
Prince Rupert,2021,6,Area 4,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (Upper),SALMON,86.54,6463.3
Prince Rupert,2021,6,Area 4,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,990.66,19709.47
Prince Rupert,2021,6,Area 4,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (Upper),SALMON,2.75,4.8
Prince Rupert,2021,6,Area 4,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,4068.31,2604823.41
Prince Rupert,2021,6,Area 4,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (Upper),SALMON,102.97,4446.13
Prince Rupert,2021,6,Area 4,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,613.42,52976.72
Prince Rupert,2021,6,Area 4,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,106.58,651.02
Prince Rupert,2021,6,Area 4,Angling from boat,Chinook,Not Checked,Kept,Legal Size (Upper),SALMON,2.84,5.2
Prince Rupert,2021,6,Area 4,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,750.11,38099.18
Prince Rupert,2021,6,Area 4,Angling from boat,Chinook,Not Checked,Released,Legal Size (Upper),SALMON,57.58,857.27
Central Coast,2021,6,Area 5,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,16.57,258.14
Central Coast,2021,6,Area 5,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,38.67,1042.3
Central Coast,2021,6,Area 5,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,16.3,146.02
